"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Germany","DEU","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","72.5360794067383","","","","","","","","","","","","","","","","","","","","","87.1770935058594","","","","","88.2771682739258","","","89.6973037719727","90.2255706787109","90.2241668701172","91.2505111694336","92.1477890014648","92.3210601806641","93.7641296386719","","",
"Algeria","DZA","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.8399200439453","","","","","","","","","","","","","","","60.075080871582","","","","63.9187889099121","","67.5487518310547","","","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","50.3537483215332","50.573860168457","52.0046005249023","53.5342407226563","54.2717704772949","56.4262619018555","57.3745498657227","59.3079681396484","60.7082099914551","62.0479393005371","63.2516899108887","64.7612228393555","70.588623046875","71.5759887695313","71.5091171264648","73.1929702758789","73.9048004150391","74.5971984863281","75.3424987792969","76.0806427001953","76.8133087158203","84.8926086425781","85.4198608398438","85.8945465087891","86.4757385253906","86.9389801025391","87.4712219238281","88.0242080688477","88.7394180297852","89.2314071655273","89.8197021484375","91.3832397460938","91.7433624267578","92.2144470214844","92.3617172241211","92.2438430786133","92.5523529052734","92.67822265625","93.2038192749023","93.3696899414063","93.5663986206055","","",
"Early-demographic dividend","EAR","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","37.1583709716797","37.5068511962891","38.2205810546875","38.9736213684082","39.6776313781738","39.7849082946777","40.9056015014648","41.9367980957031","42.7241287231445","43.7443313598633","44.5363693237305","45.3585205078125","46.3372497558594","46.7319107055664","47.5503997802734","48.664981842041","49.376708984375","50.3792114257813","51.1737403869629","52.1589889526367","53.1486892700195","54.0622901916504","54.8727798461914","57.7588806152344","58.567008972168","59.4213600158691","60.0739212036133","60.7467308044434","61.7961616516113","62.7335586547852","61.5518112182617","63.2337303161621","63.9948692321777","65.0160903930664","66.1337738037109","68.1977310180664","68.1101608276367","69.7356567382813","70.3696975708008","71.3542404174805","71.9524917602539","72.6656494140625","","",
"East Asia & Pacific","EAS","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","57.1819915771484","57.3050117492676","58.467601776123","59.7104988098145","60.2660293579102","62.054859161377","62.7979202270508","64.3963165283203","65.5425415039063","66.6478805541992","67.6460037231445","68.9245986938477","73.9818115234375","74.8188705444336","74.7890167236328","76.2525787353516","76.857551574707","77.4433975219727","78.0788269042969","78.7219009399414","79.3514022827148","86.4449310302734","86.9094924926758","87.3265762329102","87.8351974487305","88.2417984008789","88.7089691162109","89.1951599121094","89.8296813964844","90.2602615356445","90.7785491943359","92.1663131713867","92.4850234985352","92.9034805297852","93.0350494384766","92.9304275512695","93.2060089111328","93.3195266723633","93.7889709472656","93.9378128051758","94.1143493652344","","",
"Europe & Central Asia (excluding high income)","ECA","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","91.4044418334961","92.2824325561523","92.4702224731445","92.6217422485352","92.804573059082","93.0194320678711","93.1228866577148","93.3707962036133","93.5314788818359","93.7196578979492","93.9024276733398","94.082893371582","94.2704925537109","94.5459365844727","94.7198867797852","95.2447128295898","95.3454132080078","95.3621292114258","95.4683990478516","95.5939407348633","95.7046203613281","95.8855209350586","96.1349563598633","96.088996887207","96.2393493652344","96.3132629394531","97.1337280273438","97.5646362304688","97.9337921142578","98.1274566650391","98.1978225708008","98.2373580932617","98.279670715332","98.4012985229492","","",
